ticker,company name,short name,industry,sector,name change effective date
PLCE,Children's Place Inc. (The),Children's Place (The),Retail - Apparel & Specialty,Consumer Cyclical,
PLD,Prologis Inc.,Prologis,REITs,Real Estate,
PLG,Platinum Group Metals Ltd. (Canada),Platinum Metals (Canada),Metals & Mining,Basic Materials,
PLL,Piedmont Lithium Limited,Piedmont Lithium Limited,Metals & Mining,Basic Materials,
PLM,Polymet Mining Corporation (Canada),Polymet Mining (Canada),Metals & Mining,Basic Materials,
PLND,VanEck Vectors Poland,VanEck Vectors Poland,,,
PLNT,Planet Fitness Inc.,Planet Fitness,Travel & Leisure,Consumer Cyclical,
PLOW,Douglas Dynamics Inc.,Douglas Dynamics,Autos,Consumer Cyclical,
PLPC,Preformed Line Products Company,Preformed Line Products Company,Computer Hardware,Technology,
PLSE,Pulse Biosciences Inc,Pulse Biosciences,Medical Instruments & Equipment,Healthcare,
PLT,Plantronics Inc.,Plantronics,Communication Equipment,Technology,
PLUG,Plug Power Inc.,Plug Power,Computer Hardware,Technology,
PLUS,ePlus inc.,ePlus,Application Software,Technology,
PLW,Invesco 1-30 Laddered Treasury ETF,Invesco 1-30 Laddered Treasury ETF,,,
PLX,Protalix BioTherapeutics Inc. (DE),Protalix BioTherapeutics (DE),Biotechnology,Healthcare,
PLXP,PLx Pharma Inc.,PLx Pharma,Biotechnology,Healthcare,
PLXS,Plexus Corp.,Plexus,Computer Hardware,Technology,
PLYA,Playa Hotels & Resorts N.V.,Playa Hotels & Resorts N.V.,Travel & Leisure,Consumer Cyclical,
PLYM,Plymouth Industrial REIT Inc.,Plymouth Industrial REIT,REITs,Real Estate,
PM,Philip Morris International Inc,Philip Morris International,Tobacco Products,Consumer Defensive,
PMBC,Pacific Mercantile Bancorp,Pacific Mercantile Bancorp,Banks,Financial Services,
PMD,Psychemedics Corporation,Psychemedics,Medical Diagnostics & Research,Healthcare,
PME,Pingtan Marine Enterprise Ltd.,Pingtan Marine Enterprise,Consumer Packaged Goods,Consumer Defensive,
PMF,PIMCO Municipal Income Fund,PIMCO Municipal Income Fund,Asset Management,Financial Services,
PML,Pimco Municipal Income Fund II of Beneficial Interest,Pimco Municipal Income Fund II of Beneficial Interest,Asset Management,Financial Services,
PMM,Putnam Managed Municipal Income Trust,Putnam Managed Municipal Income Trust,Asset Management,Financial Services,
PMO,Putnam Municipal Opportunities Trust,Putnam Municipal Opportunities Trust,Asset Management,Financial Services,
PMR,Invesco Dynamic Retail,Invesco Dynamic Retail,,,
PMT,PennyMac Mortgage Investment Trust of Beneficial Interest,PennyMac Mortgage Investment Trust of Beneficial Interest,REITs,Real Estate,
PMTS,CPI Card Group Inc.,CPI Card,Industrial Products,Industrials,
PMX,PIMCO Municipal Income Fund III of Beneficial Interest,PIMCO Municipal Income Fund III of Beneficial Interest,Asset Management,Financial Services,
PNBK,Patriot National Bancorp Inc.,Patriot National Bancorp,Banks,Financial Services,
PNC,PNC Financial Services Group Inc. (The),PNC Financial Services (The),Banks,Financial Services,
PNF,PIMCO New York Municipal Income Fund,PIMCO New York Municipal Income Fund,Asset Management,Financial Services,
PNFP,Pinnacle Financial Partners Inc.,Pinnacle Financial Partners,Banks,Financial Services,
PNI,Pimco New York Municipal Income Fund II of Beneficial Interest,Pimco New York Municipal Income Fund II of Beneficial Interest,Asset Management,Financial Services,
PNM,PNM Resources Inc. (Holding Co.),PNM Resources (Holding Co.),Utilities - Regulated,Utilities,
PNNT,PennantPark Investment Corporation,PennantPark Investment,Asset Management,Financial Services,
PNQI,Invesco Nasdaq Internet ETF,Invesco Nasdaq Internet ETF,,,
PNR,Pentair plc.,Pentair plc.,Industrial Products,Industrials,
PNRG,PrimeEnergy Resources Corporation,PrimeEnergy Resources,Oil & Gas - E&P,Energy,
PNRL,Paringa Resources Limited,Paringa Resources Limited,Metals & Mining,Basic Materials,
PNTR,Pointer Telocation Ltd.,Pointer Telocation,Communication Equipment,Technology,
PNW,Pinnacle West Capital Corporation,Pinnacle West Capital,Utilities - Regulated,Utilities,
PODD,Insulet Corporation,Insulet,Medical Devices,Healthcare,
POL,PolyOne Corporation,PolyOne,Chemicals,Basic Materials,
POLA,Polar Power Inc.,Polar Power,Industrial Products,Industrials,
POOL,Pool Corporation,Pool,Travel & Leisure,Consumer Cyclical,
POPE,Pope Resources,Pope Resources,Forest Products,Basic Materials,
POR,Portland General Electric Co,Portland General Electric,Utilities - Regulated,Utilities,
POST,Post Holdings Inc.,Post,Consumer Packaged Goods,Consumer Defensive,
POWI,Power Integrations Inc.,Power Integrations,Semiconductors,Technology,
POWL,Powell Industries Inc.,Powell Industries,Industrial Products,Industrials,
PPA,Invesco Aerospace & Defense,Invesco Aerospace & Defense,,,
PPBI,Pacific Premier Bancorp Inc,Pacific Premier Bancorp,Banks,Financial Services,
PPC,Pilgrim's Pride Corporation,Pilgrim's Pride,Consumer Packaged Goods,Consumer Defensive,
PPDF,PPDAI Group Inc. American Depositary Shares each representing five Class A,PPDAI American Depositary Shares each representing five,Credit Services,Financial Services,
PPG,PPG Industries Inc.,PPG Industries,Chemicals,Basic Materials,
PPH,VanEck Vectors Pharmaceutical ETF,VanEck Vectors Pharmaceutical ETF,,,
PPIH,Perma-Pipe International Holdings Inc.,Perma-Pipe International,Industrial Products,Industrials,
PPL,PPL Corporation,PPL,Utilities - Regulated,Utilities,
PPLT,Aberdeen Standard Physical Platinum Shares,Aberdeen Standard Physical Platinum Shares,,,
PPR,Voya Prime Rate Trust Shares of Beneficial Interest,Voya Prime Rate Trust Shares of Beneficial Interest,Asset Management,Financial Services,
PPSI,Pioneer Power Solutions Inc.,Pioneer Power Solutions,Computer Hardware,Technology,
PPT,Putnam Premier Income Trust,Putnam Premier Income Trust,Asset Management,Financial Services,
PQG,PQ Group Holdings Inc.,PQ,Chemicals,Basic Materials,
PRA,ProAssurance Corporation,ProAssurance,Insurance - Property & Casualty,Financial Services,
PRAA,PRA Group Inc.,PRA,Credit Services,Financial Services,
PRAH,PRA Health Sciences Inc.,PRA Health Sciences,Medical Diagnostics & Research,Healthcare,
PRAN,Prana Biotechnology Ltd,Prana Biotechnology,Biotechnology,Healthcare,
PRB,VanEck Vectors Pre-refunded Municipal Index,VanEck Vectors Pre-refunded Municipal Index,,,
PRCP,Perceptron Inc.,Perceptron,Computer Hardware,Technology,
PRF,Invesco FTSE RAFI US 1000,Invesco FTSE RAFI US 1000,,,
PRFT,Perficient Inc.,Perficient,Application Software,Technology,
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,Invesco FTSE RAFI US 1500 Small-Mid ETF,,,
PRGO,Perrigo Company plc,Perrigo Company plc,Drug Manufacturers,Healthcare,
PRGS,Progress Software Corporation,Progress Software,Application Software,Technology,
PRGX,PRGX Global Inc.,PRGX Global,Business Services,Industrials,
PRI,Primerica Inc.,Primerica,Insurance - Life,Financial Services,
PRIM,Primoris Services Corporation,Primoris Services,Engineering & Construction,Industrials,
PRK,Park National Corporation,Park National,Banks,Financial Services,
PRLB,Proto Labs Inc.,Proto Labs,Industrial Products,Industrials,
PRMW,Primo Water Corporation,Primo Water,Beverages - Non-Alcoholic,Consumer Defensive,
PRN,Invesco DWA Industrials Momentum ETF,Invesco DWA Industrials Momentum ETF,,,
PRNB,Principia Biopharma Inc.,Principia Biopharma,Biotechnology,Healthcare,
PRO,PROS Holdings Inc.,PROS,Application Software,Technology,
PROV,Provident Financial Holdings Inc.,Provident Financial,Banks,Financial Services,
PRPH,ProPhase Labs Inc.,ProPhase Labs,Drug Manufacturers,Healthcare,
PRPL,Purple Innovation Inc.,Purple Innovation,Manufacturing - Apparel & Furniture,Consumer Cyclical,
PRPO,Precipio Inc.,Precipio,Medical Diagnostics & Research,Healthcare,
PRQR,ProQR Therapeutics N.V.,ProQR Therapeutics N.V.,Biotechnology,Healthcare,
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,Prudential Financial 5.625% Junior Subordinated Notes due 2058,Credit Services,Financial Services,
PRSC,The Providence Service Corporation,The Providence Service,Health Care Providers,Healthcare,
PRSP,Perspecta Inc.,Perspecta,Application Software,Technology,
PRT,PermRock Royalty Trust Trust Units,PermRock Royalty Trust Trust Units,Oil & Gas - Services,Energy,
PRTA,Prothena Corporation plc,Prothena plc,Biotechnology,Healthcare,
PRTH,Priority Technology Holdings Inc.,Priority Technology,Conglomerates,Industrials,
PRTK,Paratek Pharmaceuticals Inc.,Paratek Pharmaceuticals,Biotechnology,Healthcare,
PRTO,Proteon Therapeutics Inc.,Proteon Therapeutics,Biotechnology,Healthcare,
PRTS,U.S. Auto Parts Network Inc.,U.S. Auto Parts Network,Retail - Apparel & Specialty,Consumer Cyclical,
PRTY,Party City Holdco Inc.,Party City Holdco,Retail - Apparel & Specialty,Consumer Cyclical,
PRU,Prudential Financial Inc.,Prudential Financial,Insurance - Life,Financial Services,
PRVB,Provention Bio Inc.,Provention Bio,Biotechnology,Healthcare,
PS,Pluralsight Inc.,Pluralsight,Application Software,Technology,
PSA,Public Storage,Public Storage,REITs,Real Estate,
PSAU,PowerShares Global Gold and Precious Metals Portf,PowerShares Global Gold and Precious Metals Portf,,,
PSB,PS Business Parks Inc.,PS Business Parks,REITs,Real Estate,
PSCC,Invesco S&P SmallCap Consumer Staples ETF,Invesco S&P SmallCap Consumer Staples ETF,,,
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Invesco S&P SmallCap Consumer Discretionary ETF,,,
PSCE,Invesco S&P SmallCap Energy ETF,Invesco S&P SmallCap Energy ETF,,,
PSCF,Invesco S&P SmallCap Financials ETF,Invesco S&P SmallCap Financials ETF,,,
PSCH,Invesco S&P SmallCap Health Care ETF,Invesco S&P SmallCap Health Care ETF,,,
PSCI,Invesco S&P SmallCap Industrials ETF,Invesco S&P SmallCap Industrials ETF,,,
PSCM,Invesco S&P SmallCap Materials ETF,Invesco S&P SmallCap Materials ETF,,,
PSCT,Invesco S&P SmallCap Information Technology ETF,Invesco S&P SmallCap Information Technology ETF,,,
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Invesco S&P SmallCap Utilities & Communication Services ETF,,,
PSDO,Presidio Inc.,Presidio,Application Software,Technology,
PSEC,Prospect Capital Corporation,Prospect Capital,Asset Management,Financial Services,
PSF,Cohen & Steers Select Preferred and Income Fund Inc.,Cohen & Steers Select Preferred and Income Fund,Asset Management,Financial Services,
PSI,Invesco Dynamic Semiconductors,Invesco Dynamic Semiconductors,,,
PSJ,Invesco Dynamic Software,Invesco Dynamic Software,,,
PSK,SPDR Wells Fargo Preferred Stock,SPDR Wells Fargo Preferred Stock,,,
PSL,Invesco DWA Consumer Staples Momentum ETF,Invesco DWA Consumer Staples Momentum ETF,,,
PSLV,Sprott Physical Silver Trust ETV,Sprott Physical Silver Trust ETV,Asset Management,Financial Services,
PSMT,PriceSmart Inc.,PriceSmart,Retail - Defensive,Consumer Defensive,
PSO,Pearson Plc,Pearson Plc,Publishing,Consumer Cyclical,
PSP,Invesco Global Listed Private Equity,Invesco Global Listed Private Equity,,,
PSR,Invesco Active U.S. Real Estate Fund,Invesco Active U.S. Real Estate Fund,,,
PST,ProShares UltraShort Lehman 7-10 Year Treasury,ProShares UltraShort Lehman 7-10 Year Treasury,,,
PSTG,Pure Storage Inc. Class A,Pure Storage,Computer Hardware,Technology,
PSTI,Pluristem Therapeutics Inc.,Pluristem Therapeutics,Biotechnology,Healthcare,
PSX,Phillips 66,Phillips 66,Oil & Gas - Refining & Marketing,Energy,
PSXP,Phillips 66 Partners LP representing limited partner interest in the Partnership,Phillips 66 Partners representing limited partner interest in the Partnership,Oil & Gas - Midstream,Energy,
PT,Pintec Technology Holdings Limited,Pintec Technology Limited,Application Software,Technology,
PTC,PTC Inc.,PTC,Application Software,Technology,
PTCT,PTC Therapeutics Inc.,PTC Therapeutics,Biotechnology,Healthcare,
PTE,PolarityTE Inc.,PolarityTE,Biotechnology,Healthcare,
PTEN,Patterson-UTI Energy Inc.,Patterson-UTI Energy,Oil & Gas - Drilling,Energy,
PTF,Invesco DWA Technology Momentum ETF,Invesco DWA Technology Momentum ETF,,,
PTGX,Protagonist Therapeutics Inc.,Protagonist Therapeutics,Biotechnology,Healthcare,
PTH,Invesco DWA Healthcare Momentum ETF,Invesco DWA Healthcare Momentum ETF,,,
PTI,Proteostasis Therapeutics Inc.,Proteostasis Therapeutics,Biotechnology,Healthcare,
PTIE,Pain Therapeutics Inc.,Pain Therapeutics,Biotechnology,Healthcare,
PTLA,Portola Pharmaceuticals Inc.,Portola Pharmaceuticals,Biotechnology,Healthcare,
PTN,Palatin Technologies Inc.,Palatin,Medical Diagnostics & Research,Healthcare,
PTNR,Partner Communications Company Ltd.,Partner Communications Company,Communication Services,Communication Services,
PTR,PetroChina Company Limited,PetroChina Company Limited,Oil & Gas - Integrated,Energy,
PTSI,P.A.M. Transportation Services Inc.,P.A.M. Transportation Services,Transportation & Logistics,Industrials,
PTVCA,Protective Insurance Corporation Class A (voting) Common Stock,Protective Insurance (voting) Common Stock,Insurance - Property & Casualty,Financial Services,
PTVCB,Protective Insurance Corporation Class B (nonvoting) Common Stock,Protective Insurance B (nonvoting) Common Stock,Insurance - Property & Casualty,Financial Services,
PTX,Pernix Therapeutics Holdings Inc.,Pernix Therapeutics,Drug Manufacturers,Healthcare,
PTY,Pimco Corporate & Income Opportunity Fund,Pimco Corporate & Income Opportunity Fund,Asset Management,Financial Services,
PUB,People's Utah Bancorp,People's Utah Bancorp,Banks,Financial Services,
PUI,Invesco DWA Utilities Momentum ETF,Invesco DWA Utilities Momentum ETF,,,
PUK,Prudential Public Limited Company,Prudential Public Limited Company,Insurance - Life,Financial Services,
PULM,Pulmatrix Inc.,Pulmatrix,Biotechnology,Healthcare,
PUMP,ProPetro Holding Corp.,ProPetro Holding,Oil & Gas - Services,Energy,
PUW,Invesco WilderHill Progressive Energy,Invesco WilderHill Progressive Energy,,,
PVAC,Penn Virginia Corporation,Penn Virginia,Oil & Gas - E&P,Energy,
PVBC,Provident Bancorp Inc.,Provident Bancorp,Banks,Financial Services,
PVG,Pretium Resources Inc. (Canada),Pretium Resources (Canada),Metals & Mining,Basic Materials,
PVH,PVH Corp.,PVH,Manufacturing - Apparel & Furniture,Consumer Cyclical,
PVI,Invesco VRDO Tax Free Weekly,Invesco VRDO Tax Free Weekly,,,
PVL,Permianville Royalty Trust Trust Units,Permianville Royalty Trust Trust Units,Oil & Gas - E&P,Energy,
PVTL,Pivotal Software Inc. Class A,Pivotal Software,Application Software,Technology,
PW,Power REIT (MD),Power REIT (MD),REITs,Real Estate,
PWB,Invesco Dynamic Large Cap Growth,Invesco Dynamic Large Cap Growth,,,
PWC,Invesco Dynamic Market,Invesco Dynamic Market,,,
PWOD,Penns Woods Bancorp Inc.,Penns Woods Bancorp,Banks,Financial Services,
PWR,Quanta Services Inc.,Quanta Services,Engineering & Construction,Industrials,
PWV,Invesco Dynamic Large Cap Value,Invesco Dynamic Large Cap Value,,,
PWZ,Invesco California AMT-Free Municipal Bond Portfolio,Invesco California AMT-Free Municipal Bond Portfolio,,,
PXD,Pioneer Natural Resources Company,Pioneer Natural Resources Company,Oil & Gas - E&P,Energy,
PXE,Invesco Dynamic Energy Exploration &Production,Invesco Dynamic Energy Exploration &Production,,,
PXF,Invesco FTSE RAFI Developed Markets ex-U.S.,Invesco FTSE RAFI Developed Markets ex-U.S.,,,
PXH,Invesco FTSE RAFI Emerging Markets,Invesco FTSE RAFI Emerging Markets,,,
PXI,Invesco DWA Energy Momentum ETF,Invesco DWA Energy Momentum ETF,,,
PXJ,Invesco Dynamic Oil & Gas Services,Invesco Dynamic Oil & Gas Services,,,
PXLG,Invesco Russell Top 200 Pure Growth,Invesco Russell Top 200 Pure Growth,,,
PXLV,Invesco Russell Top 200 Pure Value,Invesco Russell Top 200 Pure Value,,,
PXLW,Pixelworks Inc.,Pixelworks,Semiconductors,Technology,
PXMG,Invesco Russell MidCap Pure Growth,Invesco Russell MidCap Pure Growth,,,
PXMV,Invesco Russell Midcap Pure Value,Invesco Russell Midcap Pure Value,,,
PXQ,Invesco Dynamic Networking,Invesco Dynamic Networking,,,
PXR,Invesco Emerging Markets Infrastructure,Invesco Emerging Markets Infrastructure,,,
PXS,Pyxis Tankers Inc.,Pyxis Tankers,Transportation & Logistics,Industrials,
PXSG,Invesco Russell 2000 Pure Growth,Invesco Russell 2000 Pure Growth,,,
PXSV,Invesco Russell 2000 Pure Value,Invesco Russell 2000 Pure Value,,,
PYDS,Payment Data Systems Inc.,Payment Data Systems,Application Software,Technology,
PYN,PIMCO New York Municipal Income Fund III of Beneficial Interest,PIMCO New York Municipal Income Fund III of Beneficial Interest,Asset Management,Financial Services,
PYPL,PayPal Holdings Inc.,PayPal,Credit Services,Financial Services,
PYX,Pyxus International Inc.,Pyxus International,Tobacco Products,Consumer Defensive,
PYZ,Invesco DWA Basic Materials Momentum ETF,Invesco DWA Basic Materials Momentum ETF,,,
PZA,Invesco National AMT-Free Municipal Bond ETFo,Invesco National AMT-Free Municipal Bond ETFo,,,
PZC,PIMCO California Municipal Income Fund III of Beneficial Interest,PIMCO California Municipal Income Fund III of Beneficial Interest,Asset Management,Financial Services,
PZD,Invesco Cleantech,Invesco Cleantech,,,
PZG,Paramount Gold Nevada Corp.,Paramount Gold Nevada,Metals & Mining,Basic Materials,
PZI,Invesco Zacks Micro Cap,Invesco Zacks Micro Cap,,,
PZN,Pzena Investment Management Inc Class A,Pzena Investment Management,Asset Management,Financial Services,
PZT,Invesco New York AMT-Free Municipal Bond,Invesco New York AMT-Free Municipal Bond,,,
PZZA,Papa John's International Inc.,Papa John's International,Restaurants,Consumer Cyclical,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,First Trust NASDAQ ABA Community Bank Index Fund,,,
QADA,QAD Inc.,QAD,Application Software,Technology,
QADB,QAD Inc.,QAD,Application Software,Technology,
QAI,IQ Hedge MultiIQ Hedge Multi-Strategy Tracker,IQ Hedge MultiIQ Hedge Multi-Strategy Tracker,,,
QBAK,Qualstar Corporation,Qualstar,Computer Hardware,Technology,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,First Trust NASDAQ Clean Edge Green Energy Index Fund,,,
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,Semiconductors,Technology,
QCRH,QCR Holdings Inc.,QCR,Banks,Financial Services,
QD,Qudian Inc. American Depositary Shares each representing one Class A,Qudian American Depositary Shares each representing one,Credit Services,Financial Services,
QDEF,FlexShares Quality Dividend Defensive Index Fund,FlexShares Quality Dividend Defensive Index Fund,,,
QDEL,Quidel Corporation,Quidel,Medical Diagnostics & Research,Healthcare,
QDF,FlexShares Quality Dividend Index Fund,FlexShares Quality Dividend Index Fund,,,
QDYN,FlexShares Quality Dynamic Index Fund,FlexShares Quality Dynamic Index Fund,,,
QEP,QEP Resources Inc.,QEP Resources,Oil & Gas - Integrated,Energy,
QES,Quintana Energy Services Inc.,Quintana Energy Services,Oil & Gas - Services,Energy,
QFIN,360 Finance Inc.,360 Finance,Credit Services,Financial Services,
QGEN,Qiagen N.V.,Qiagen N.V.,Medical Diagnostics & Research,Healthcare,
QHC,Quorum Health Corporation,Quorum Health,Health Care Providers,Healthcare,
QIWI,QIWI plc,QIWI plc,Credit Services,Financial Services,
QLD,ProShares Ultra QQQ,ProShares Ultra QQQ,,,
QLTA,iShares Aaa A Rated Corporate Bond,iShares Aaa Rated Corporate Bond,,,
QLYS,Qualys Inc.,Qualys,Application Software,Technology,
QMN,IQ Hedge Market Neutral Tracker,IQ Hedge Market Neutral Tracker,,,
QNST,QuinStreet Inc.,QuinStreet,Online Media,Technology,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,First Trust NASDAQ-100 Equal Weighted Index Fund,,,
QQQ,Invesco QQQ Trust Series 1,Invesco QQQ Trust Series 1,,,
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Direxion NASDAQ-100 Equal Weighted Index Shares,,,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,Nuveen NASDAQ 100 Dynamic Overwrite Fund,Asset Management,Financial Services,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,,,
QRHC,Quest Resource Holding Corporation.,Quest Resource Holding Corporation.,Waste Management,Industrials,
QRTEA,Qurate Retail Inc. Series A Common Stock,Qurate Retail Series Common Stock,Retail - Apparel & Specialty,Consumer Cyclical,
QRTEB,Qurate Retail Inc. Series B Common Stock,Qurate Retail Series B Common Stock,Retail - Apparel & Specialty,Consumer Cyclical,
QRVO,Qorvo Inc.,Qorvo,Semiconductors,Technology,
QSR,Restaurant Brands International Inc.,Restaurant Brands International,Restaurants,Consumer Cyclical,
QSY,WisdomTree U.S. Quality Shareholder Yield Fund,WisdomTree U.S. Quality Shareholder Yield Fund,,,
QTEC,First Trust NASDAQ-100- Technology Index Fund,First Trust NASDAQ-100- Technology Index Fund,,,
QTNA,Quantenna Communications Inc.,Quantenna Communications,Semiconductors,Technology,
QTNT,Quotient Limited,Quotient Limited,Medical Diagnostics & Research,Healthcare,
QTRH,Quarterhill Inc.,Quarterhill,Communication Equipment,Technology,
QTRX,Quanterix Corporation,Quanterix,Biotechnology,Healthcare,
QTS,QTS Realty Trust Inc. Class A,QTS Realty Trust,REITs,Real Estate,
QTT,Qutoutiao Inc.,Qutoutiao,Online Media,Technology,
QTWO,Q2 Holdings Inc.,Q2,Application Software,Technology,
QUAD,Quad Graphics Inc Class A,Quad Graphics,Business Services,Industrials,
QUIK,QuickLogic Corporation,QuickLogic,Semiconductors,Technology,
QUMU,Qumu Corporation,Qumu,Application Software,Technology,
QUOT,Quotient Technology Inc.,Quotient Technology,Advertising & Marketing Services,Consumer Cyclical,
QURE,uniQure N.V.,uniQure N.V.,Biotechnology,Healthcare,
R,Ryder System Inc.,Ryder System,Consulting & Outsourcing,Industrials,
RA,Brookfield Real Assets Income Fund Inc.,Brookfield Real Assets Income Fund,Asset Management,Financial Services,
RACE,Ferrari N.V.,Ferrari N.V.,Autos,Consumer Cyclical,
RAD,Rite Aid Corporation,Rite Aid,Retail - Defensive,Consumer Defensive,
RADA,RADA Electronic Industries Ltd.,RADA Electronic Industries,Aerospace & Defense,Industrials,
RAIL,Freightcar America Inc.,Freightcar America,Transportation & Logistics,Industrials,
RALS,ProShares RAFI Long Short,ProShares RAFI Long Short,,,
RAMP,LiveRamp Holdings Inc.,LiveRamp,Application Software,Technology,
RAND,Rand Capital Corporation,Rand Capital,Asset Management,Financial Services,
RARE,Ultragenyx Pharmaceutical Inc.,Ultragenyx Pharmaceutical,Biotechnology,Healthcare,
RARX,Ra Pharmaceuticals Inc.,Ra Pharmaceuticals,Biotechnology,Healthcare,
RAVE,Rave Restaurant Group Inc.,Rave Restaurant,Restaurants,Consumer Cyclical,
RAVI,FlexShares Ready Access Variable Income Fund,FlexShares Ready Access Variable Income Fund,,,
RAVN,Raven Industries Inc.,Raven Industries,Industrial Products,Industrials,
RBA,Ritchie Bros. Auctioneers Incorporated,Ritchie Bros. Auctioneers Incorporated,Business Services,Industrials,
RBB,RBB Bancorp,RBB Bancorp,Banks,Financial Services,
RBBN,Ribbon Communications Inc.,Ribbon Communications,Communication Services,Communication Services,
RBC,Regal Beloit Corporation,Regal Beloit,Industrial Products,Industrials,
RBCAA,Republic Bancorp Inc. Class A Common Stock,Republic Bancorp Common Stock,Banks,Financial Services,
RBCN,Rubicon Technology Inc.,Rubicon Technology,Semiconductors,Technology,
RBKB,Rhinebeck Bancorp Inc.,Rhinebeck Bancorp,,,
RBNC,Reliant Bancorp Inc.,Reliant Bancorp,Banks,Financial Services,
RBS,Royal Bank of Scotland Group Plc New (The) ADS,Royal Bank of Scotland Plc New (The) ADS,Banks,Financial Services,
RBZ,Reebonz Holding Limited,Reebonz Holding Limited,Retail - Apparel & Specialty,Consumer Cyclical,
RC,Ready Capital Corproation,Ready Capital Corproation,REITs,Real Estate,
RCD,Invesco S&P 500 Equal Weight Consumer Discretionary,Invesco S&P 500 Equal Weight Consumer Discretionary,,,
RCG,RENN Fund Inc,RENN Fund,Asset Management,Financial Services,
RCI,Rogers Communication Inc.,Rogers Communication,Communication Services,Communication Services,
RCII,Rent-A-Center Inc.,Rent-A-Center,Consulting & Outsourcing,Industrials,
RCKT,Rocket Pharmaceuticals Inc.,Rocket Pharmaceuticals,Biotechnology,Healthcare,
RCKY,Rocky Brands Inc.,Rocky Brands,Manufacturing - Apparel & Furniture,Consumer Cyclical,
RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises,Travel & Leisure,Consumer Cyclical,
RCM,R1 RCM Inc.,R1 RCM,Application Software,Technology,
RCMT,RCM Technologies Inc.,RCM,Engineering & Construction,Industrials,
RCON,Recon Technology Ltd.,Recon Technology,Oil & Gas - Services,Energy,
RCS,PIMCO Strategic Income Fund Inc.,PIMCO Strategic Income Fund,Asset Management,Financial Services,
RCUS,Arcus Biosciences Inc.,Arcus Biosciences,Biotechnology,Healthcare,
RDC,Rowan Companies plc Class A,Rowan Companies plc,Oil & Gas - Drilling,Energy,
RDCM,Radcom Ltd.,Radcom,Communication Services,Communication Services,
RDFN,Redfin Corporation,Redfin,Real Estate Services,Real Estate,
RDHL,Redhill Biopharma Ltd.,Redhill Biopharma,Biotechnology,Healthcare,
RDI,Reading International Inc,Reading International,Entertainment,Consumer Cyclical,
RDIB,Reading International Inc,Reading International,Entertainment,Consumer Cyclical,
RDN,Radian Group Inc.,Radian,Insurance - Specialty,Financial Services,
RDNT,RadNet Inc.,RadNet,Medical Diagnostics & Research,Healthcare,
RDS.A,Royal Dutch Shell PLC American Depositary Shares (Each representing two Class A),Royal Dutch Shell PLC American Depositary Shares (Each representing two A),Oil & Gas - Integrated,Energy,
RDS.B,Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B),Royal Dutch Shell PLC American Depositary Shares (Each representing two B),Oil & Gas - Integrated,Energy,
RDUS,Radius Health Inc.,Radius Health,Drug Manufacturers,Healthcare,
RDVT,Red Violet Inc.,Red Violet,Application Software,Technology,
RDWR,Radware Ltd.,Radware,Communication Equipment,Technology,
RDY,Dr. Reddy's Laboratories Ltd,Dr. Reddy's Laboratories,Drug Manufacturers,Healthcare,
RE,Everest Re Group Ltd.,Everest Re,Insurance - Specialty,Financial Services,
RECN,Resources Connection Inc.,Resources Connection,Business Services,Industrials,
REDU,RISE Education Cayman Ltd,RISE Education Cayman,Education,Consumer Defensive,
REED,Reeds Inc.,Reeds,Beverages - Non-Alcoholic,Consumer Defensive,
REFR,Research Frontiers Incorporated,Research Frontiers Incorporated,Computer Hardware,Technology,
REG,Regency Centers Corporation,Regency Centers,REITs,Real Estate,
REGI,Renewable Energy Group Inc.,Renewable Energy,Oil & Gas - Refining & Marketing,Energy,
REGN,Regeneron Pharmaceuticals Inc.,Regeneron Pharmaceuticals,Biotechnology,Healthcare,
REI,Ring Energy Inc.,Ring Energy,Oil & Gas - E&P,Energy,
REK,ProShares Short Real Estate,ProShares Short Real Estate,,,
RELL,Richardson Electronics Ltd.,Richardson Electronics,Computer Hardware,Technology,
RELV,Reliv' International Inc.,Reliv' International,Consumer Packaged Goods,Consumer Defensive,
RELX,RELX PLC PLC American Depositary Shares (Each representing One),RELX PLC PLC American Depositary Shares (Each representing One),Publishing,Consumer Cyclical,
REN,Resolute Energy Corporation Comon Stock,Resolute Energy Comon Stock,Oil & Gas - E&P,Energy,
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A,Renren American Depositary Shares each representing fifteen,Online Media,Technology,
REPH,Recro Pharma Inc.,Recro Pharma,Biotechnology,Healthcare,
REPL,Replimune Group Inc.,Replimune,Biotechnology,Healthcare,
